attribution_id,incident_id,attribution_year,attribution_month,attribution_day,attribution_date,attribution_basis,attribution_type,attributing_country,attributing_actor,settled_attribution,initiator_name,initiator_alpha_2,initiator_country,initiator_category,initiator_subcategory
1151,977,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),IR,"Iran, Islamic Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
1152,978,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/Calanque/G0059 (IRGC),IR,"Iran, Islamic Republic of",State affiliated actor,
1153,979,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
1156,981,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Gaza Cybergang,,,,
1157,982,2018.0,,,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,GCHQ,GB,United Kingdom,State,
1158,983,2019.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,,,,State affiliated actor,
1159,983,2019.0,,,,Attribution by third-party,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,,,,State affiliated actor,
1160,984,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State,
1161,985,2017.0,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,State affiliated actor,
1162,986,2017.0,,,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,,RU,Russia,State,
1163,987,,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Muddy Water,IR,"Iran, Islamic Republic of",,
1164,988,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Rancor,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
1164,988,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,DragonOk,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
1165,989,2017.0,,,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),RU,Russia,State affiliated actor,
1166,990,,,,,Media-based attribution,"Attribution given, type unclear",,,,,US,United States,,
1167,991,2017.0,,,,Attribution by third-party,"Political statement / report (e.g., on government / state agency websites)",,,,Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/Calanque/G0059 (IRGC),IR,"Iran, Islamic Republic of",State affiliated actor,
1168,992,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Tunisian Fallaga Team,TN,Tunisia,Non-state-group,Terrorist(s)
1168,992,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Pro-ISIS,TN,Tunisia,Non-state-group,Terrorist(s)
1169,993,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Indian Cyber Army,IN,India,Non-state-group,Ethnic actors
1171,995,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Black Hat Hackers,BD,Bangladesh,Non-state-group,Ethnic actors
1172,996,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
1173,997,2017.0,,,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,US CYCOM,US,United States,State,
1174,998,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
1175,999,,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,DarkHydrus/LazyMeerkat,,,,
1177,1001,2017.0,,,,Media-based attribution,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",,,,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),RU,Russia,State affiliated actor,
1178,1001,2017.0,,,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),RU,Russia,State affiliated actor,
1180,1003,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Akincilar,TR,Turkey,Non-state-group,Hacktivist(s)
1181,1004,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
1183,1006,2017.0,,,,Receiver attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State,
1184,1006,2017.0,,,,Attribution by third-party,Domestic legal action,,,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State,
1185,1007,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
1186,1008,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
1187,1009,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Military Unit 121,KP,"Korea, Democratic People's Republic of",State affiliated actor,
1187,1009,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
1189,1011,2018.0,,,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,Panda,CN,China,State affiliated actor,
1191,1013,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/Gingham Typhoon fka GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (Hainan Xiandun Technology Company, MSS Hainan State Security Department)",CN,China,State affiliated actor,
1192,1014,,,,,Media-based attribution,"Attribution given, type unclear",,,,,US,United States,,
1193,1015,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
1196,1017,2018.0,,,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,"Ghost Blizzard fka BROMINE/Energetic Bear/Berserk Bear/Dragonfly/Crouching Yeti/DYMALLOY/Group 24/Havex/TEMP.Isotope/TG-4192/IRON LIBERTY/G0035/ALLANITE/CASSTLE (FSB Centre 16, Unit 71330))",RU,Russia,State affiliated actor,
1197,1018,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,APT32/Ocean Lotus/Sea Lotus/Canvas Cyclone fka BISMUTH,VN,Vietnam,State affiliated actor,
1200,1020,2020.0,,,,Attribution by receiver government / state entity,Domestic legal action,,,,PLA,CN,China,State,
1201,1021,2017.0,,,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",,,,,IL,Israel,State,
1202,1022,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,APT32/Ocean Lotus/Sea Lotus/Canvas Cyclone fka BISMUTH,VN,Vietnam,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
1203,1023,2017.0,,,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,APT32/Ocean Lotus/Sea Lotus/Canvas Cyclone fka BISMUTH,PH,Philippines,State affiliated actor,
1204,1024,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
1207,1026,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,RedAlpha ,CN,China,State affiliated actor,
1208,1027,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
1209,1028,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Vigilance,,,Individual hacker(s),
1210,1029,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Pro-ISIS,,,Non-state-group,Hacktivist(s)
1211,1030,2017.0,,,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,,IR,"Iran, Islamic Republic of",State,
1212,1030,2017.0,,,,Media-based attribution,"Attribution given, type unclear",,,,,IR,"Iran, Islamic Republic of",State,
1213,1031,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Team System Dz,,,Non-state-group,Hacktivist(s)
1213,1031,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Pro-ISIS,,,Non-state-group,Hacktivist(s)
1217,1033,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
1218,1034,,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Leafminer/Raspite,IR,"Iran, Islamic Republic of",,
1220,1036,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Lotus Blossom/Spring Dragon/ST Group/DRAGONFISH/G0030,CN,China,State affiliated actor,
1221,1037,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
1224,1039,2020.0,,,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,Hamas,,,State,
1224,1039,2020.0,,,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,Operation Parliament/Gaza Cybergang Group 3 < Gaza Cybergang,,,State,
1226,1041,2018.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Axiom/APT17/Aurora Panda/Bronze Keystone/Tailgater Team/Group 72/Dogfish/G0001 (MSS, Jinan Bureau) < Winnti Umbrella/G0044 ",CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
1227,1042,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,,IN,India,Non-state-group,Hacktivist(s)
1228,1043,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,The Binary Guardians,VE,Venezuela,Non-state-group,Hacktivist(s)
